,country,article_name,article_quality_est.,population
30119,Italy,Ilona Staller,C,60296000.0
30120,Albania,Besiana Kadare,Stub,2838000.0
30121,Angola,Gaspar Martins,Start,32522000.0
30122,Bosnia-Herzegovina,Miloš Vukašinović,Start,3281000.0
30123,Lesotho,Kelebone Maope,Start,2142000.0
30124,Turkmenistan,Aksoltan Ataýewa,Start,6031000.0
30125,Taiwan,Hsu Yao-chang,Start,23610000.0
30126,Ghana,Mercy Bampo Addo,Stub,31073000.0
30127,Pakistan,Qamar Zaman Khan,Start,220940000.0
30128,Thailand,Worawi Makudi,C,66534000.0
30129,Tanzania,Khalifa Suleiman Khalifa,Stub,59734000.0
30130,Argentina,Claudio Uberti,C,45377000.0
30131,Canada,Jack White (politician),Stub,38190000.0
30132,Canada,Donald Oliver,Start,38190000.0
30133,Syria,Husni al-Barazi,Start,19398000.0
30134,Hungary,Bálint Hóman,C,9767000.0
30135,Hungary,Béla Köpeczi,Stub,9767000.0
30136,Hungary,Béla Szombati,Start,9767000.0
30137,Burkina Faso,Bénéwendé Stanislas Sankara,Start,20903000.0
30138,Bhutan,Dorji Wangdi,Stub,730000.0
30139,Pakistan,Mian Muhammad Azhar,Start,220940000.0
30140,Serbia,Zoran Knežević (politician),Stub,6957000.0
30141,Pakistan,Malik Karamat Khokhar,Stub,220940000.0
30142,Nepal,Krishna Prasad Koirala,Stub,29996000.0
30143,Nepal,Tarini Prasad Koirala,Stub,29996000.0
30144,Pakistan,Tasneem Noorani,Stub,220940000.0
30145,Sri Lanka,C. A. Dharmapala,Start,21937000.0
30146,Uruguay,Luis Melián Lafinur,Start,3531000.0
30147,France,Michel Durafour,Start,64940000.0
30148,Poland,Lech Szymańczyk,Stub,38368000.0
30149,Nigeria,Bethel Nnaemeka Amadi,Stub,206140000.0
30150,Namibia,Bernadus Swartbooi,Stub,2541000.0
30151,Japan,Hajime Yoshikawa,Stub,125967000.0
30152,Philippines,Isko Moreno,C,109581000.0
30153,Cambodia,Tou Samouth,Start,15497000.0
30154,China,Wu Nansheng,Stub,1402385000.0
30155,Serbia,Đorđe Vukadinović,Start,6957000.0
30156,Sri Lanka,C. Rajadurai,Start,21937000.0
30157,Sri Lanka,C. Sukirthan,Stub,21937000.0
30158,Sri Lanka,C. V. K. Sivagnanam,Stub,21937000.0
30159,Chad,Idris Alooma,Start,16877000.0
30160,Moldova,Mihai Volontir,Start,3535000.0
30161,Spain,Ignacio González González,Start,47635000.0
30162,Finland,Pekka Paavola,Start,5529000.0
30163,Finland,Frans Oskar Lilius,Stub,5529000.0
30164,Australia,Maureen Hayes,Stub,25754000.0
30165,Israel,Yigael Yadin,C,9216000.0
30166,Ghana,Kweku Tanikyi Kesse,Stub,31073000.0
30167,United Arab Emirates,Amal Al Qubaisi,Start,9778000.0
30168,France,Jean Sauvage,Stub,64940000.0
30169,Bosnia-Herzegovina,Rada Vranješević,C,3281000.0
30170,Japan,Keiichi Suzuki (governor of Hiroshima),Stub,125967000.0
30171,Vietnam,Đăng Văn Quang,Start,96209000.0
30172,Uruguay,Carlos Gianelli,Stub,3531000.0
30173,Egypt,Ahmed Zeiwar Pasha,Stub,100803000.0
30174,Paraguay,Luis Alberto Riart,Start,7255000.0
30175,Afghanistan,Sayed Jalal Karim,Start,38928000.0
30176,United Kingdom,Joel Barnett,Start,67160000.0
30177,Nigeria,Yahaya Bello,Stub,206140000.0
30178,Pakistan,Jafar Khan Jamali,Stub,220940000.0
30179,Albania,Majlinda Bregu,Start,2838000.0
30180,Tonga,Viliami Tungī Mailefihi,C,99000.0
30181,Brazil,Wilson Martins,Stub,211812000.0
30182,China,Rita Fan,C,1402385000.0
30183,Ireland,William Davys,C,5003000.0
30184,Brazil,Wellington Dias,Stub,211812000.0
30185,Vanuatu,Cabinet of Vanuatu,B,321000.0
30186,Italy,Enrico Millo,Stub,60296000.0
30187,Turkey,Electoral history of Recep Tayyip Erdoğan,C,83737000.0
30188,Turkey,List of party leaders in Turkey,Start,83737000.0
30189,Kazakhstan,Zhanar Aitzhanova,Stub,18732000.0
30190,Myanmar,Kanaung Mintha,C,54704000.0
30191,Germany,Caio Koch-Weser,Start,83300000.0
30192,Trinidad and Tobago,Leader of the Opposition (Trinidad and Tobago),Start,1369000.0
30193,Germany,Udo Voigt,Start,83300000.0
30194,Poland,Danuta Wałęsa,Start,38368000.0
30195,Bahrain,Abdullah bin Hamad bin Isa Al Khalifa,C,1465000.0
30196,Ukraine,Denys Sylantyev,Start,41778000.0
30197,United Kingdom,"Emma Pidding, Baroness Pidding",Start,67160000.0
30198,Russia,Dmitri Sautin,Start,146733000.0
30199,Somalia,Sadik Warfa,Stub,15893000.0
30200,Venezuela,Tony Álvarez,C,28645000.0
30201,Sao Tome and Principe,Maria do Carmo Silveira,Start,210000.0
30202,Turkey,Meral Danış Beştaş,Stub,83737000.0
30203,Tunisia,Sana Mersni,Start,11896000.0
30204,Afghanistan,Shakiba Hashemi,Start,38928000.0
30206,Romania,Neagu Mihai,Stub,19241000.0
30207,Niger,Aminatou Maïga Touré,Stub,24189000.0
30208,Netherlands,Agnes van Ardenne,C,17467000.0
30209,Niger,Aïchatou Boulama Kané,Start,24189000.0
30210,Cape Verde,Fátima Veiga,Start,556000.0
30211,Gabon,Honorine Dossou Naki,Start,2231000.0
30212,Burundi,Perpétue Nshimirimana,Stub,11866000.0
30213,France,Richard Waddington,Start,64940000.0
30214,Iran,Sadegh Kharazi,Start,84150000.0
30215,Iran,Ali Shakouri-Rad,Stub,84150000.0
30216,France,Marine Brenier,Stub,64940000.0
30217,Iran,Nasrollah Pejmanfar,Stub,84150000.0
30218,Solomon Islands,Steve Laore,Stub,715000.0
30219,Spain,Joaquim Molins i Amat,Stub,47635000.0
30220,Iran,Hossein Naghavi-Hosseini,Stub,84150000.0
30221,Pakistan,Abdul Wahab Khan,Stub,220940000.0
30222,China,Emperor Shizong of Jin,C,1402385000.0
30223,Russia,Dimitri Navachine,C,146733000.0
30224,Bosnia-Herzegovina,Amir Zukić,Stub,3281000.0
30225,India,Satish Chavan,Stub,1400100000.0
30226,Ghana,Simon Osei-Mensah,Stub,31073000.0
30227,Ghana,Kweku Asomah-Cheremeh,Stub,31073000.0
30228,Ghana,Kwamena Duncan,Stub,31073000.0
30229,Ghana,Ishmael Ashitey,Stub,31073000.0
30230,Ghana,Salifu Saeed,Stub,31073000.0
30231,Ghana,Rockson Bukari,Stub,31073000.0
30232,Ghana,Christopher Ameyaw-Akumfi,Stub,31073000.0
30233,South Africa,Khanyisile Litchfield-Tshabalala,Start,59628000.0
30234,Iran,Ahmad Khorram,Stub,84150000.0
30235,Iran,Shamseddin Hosseini,Start,84150000.0
30236,Iran,Ali Khatami,Stub,84150000.0
30237,Liechtenstein,Walter Kieber,Stub,39000.0
30238,Philippines,Imelda Papin,Start,109581000.0
30239,Myanmar,Binnya Dala (minister-general),GA,54704000.0
30240,Iran,Zahra Rahnavard,Start,84150000.0
30241,Japan,Toshibumi Tanaka,Stub,125967000.0
30242,Ireland,Eamonn McKee,Stub,5003000.0
30243,Niger,Maman Sambo Sidikou,Stub,24189000.0
30244,United Kingdom,"Maurice Peston, Baron Peston",Start,67160000.0
30245,Benin,Léhady Soglo,Stub,12209000.0
30246,China,Burhan Shahidi,GA,1402385000.0
30247,Japan,Kiyohide Seki,Stub,125967000.0
30248,Japan,Tsunamasa Ōyama,Stub,125967000.0
30249,Japan,Yūichirō Chikaraishi,Stub,125967000.0
30250,Iran,Abolfazl Ghadyani,Stub,84150000.0
30252,Pakistan,Zafar Hilaly,Stub,220940000.0
30253,Ukraine,Vitaliy Skotsyk,Start,41778000.0
30254,Chile,Camila Vallejo,C,19470000.0
30255,Iran,Hekmat E Shirazi,Start,84150000.0
30256,Ireland,Cian O'Callaghan,Start,5003000.0
30257,Luxembourg,Camille Dimmer,Start,632000.0
30258,Yemen,Hisham Sharaf,Start,29826000.0
30259,Liberia,William Tubman,C,5058000.0
30260,Iran,Ali Abdolalizadeh,Stub,84150000.0
30262,United Kingdom,"David Alliance, Baron Alliance",C,67160000.0
30263,Kazakhstan,Yerzhan Ashikbayev,Stub,18732000.0
30264,France,Pouria Amirshahi,Stub,64940000.0
30265,Norway,Reza Rezaee,Start,5387000.0
30266,Israel,Eliezer Avtabi,Stub,9216000.0
30267,Israel,Mordechai Zar,Start,9216000.0
30268,Sweden,Ardalan Shekarabi,Stub,10377000.0
30269,Sweden,Amineh Kakabaveh,Start,10377000.0
30270,Germany,Omid Nouripour,C,83300000.0
30271,Germany,Yasmin Fahimi,Start,83300000.0
30272,Chad,Mahamat Nouri,B,16877000.0
30273,Cape Verde,Maria Helena Semedo,Start,556000.0
30274,China,Fu Jing,Stub,1402385000.0
30275,Taiwan,Hsu Tsai-li,Start,23610000.0
30276,Colombia,Domingo Caycedo,C,49444000.0
30277,Grenada,Nazim Burke,Stub,113000.0
30278,Spain,Alonso III Fonseca,Start,47635000.0
30279,Paraguay,Eladio Loizaga,Start,7255000.0
30280,Spain,Octavio Cuartero Cifuentes,Stub,47635000.0
30281,China,Xie Lingyun,C,1402385000.0
30282,Madagascar,Mamy Rakotoarivelo,Stub,27691000.0
30283,France,"Jean-Frédéric Phélypeaux, Count of Maurepas",C,64940000.0
30284,Ireland,John McMichael,B,5003000.0
30285,Iraq,Sabah al-Saedi,Stub,39725000.0
30286,Congo,Marcel Kalla,Start,5518000.0
30287,United States,Harry E. Claiborne,FA,329878000.0
30288,Argentina,Estanislao Zeballos,B,45377000.0
30289,Ecuador,Assad Bucaram,Start,17511000.0
30290,French Guiana,Élie Castor,Stub,294000.0
30291,Bangladesh,Abu Sadat Mohammad Sayem,Start,169809000.0
30292,Germany,Maria Noichl,Stub,83300000.0
30293,United Kingdom,Anthony Battishill,Stub,67160000.0
30294,Bangladesh,Salim Osman,Stub,169809000.0
30296,South Africa,Eben Dönges,C,59628000.0
30297,Venezuela,Henrique Salas Römer,Stub,28645000.0
30298,Kenya,Deputy President of Kenya,Start,53528000.0
30299,Colombia,Carlos Lemos Simmonds,Start,49444000.0
30300,China,Yan Huiqing,Start,1402385000.0
30301,Somalia,Osman Ali Atto,C,15893000.0
30302,Pakistan,Raja Ashfaq Sarwar,C,220940000.0
30303,"Korea, South",Lee Chul-woo,Stub,51781000.0
30304,India,Minimata Agam Dass Guru,Start,1400100000.0
30305,New Zealand,William Hunter Reynolds,Start,4987000.0
30306,Philippines,List of female senators of the Philippines,Start,109581000.0
30307,United States,Cannon family,GA,329878000.0
30308,Laos,President of Laos,Start,7242000.0
30309,Sierra Leone,Bai Kelfa Sankoh,Stub,7977000.0
30310,Syria,Najah al-Attar,Start,19398000.0
30311,Bulgaria,Lyuben Dilov Jr.,Start,6927000.0
30312,Germany,Franz Oppenhoff,C,83300000.0
30313,Iran,Mahmoud Bahmani,Start,84150000.0
30314,Russia,Vyacheslav von Plehve,C,146733000.0
30315,New Zealand,Arthur Carman,Start,4987000.0
30316,Iran,Mohammad-Hashem Mohaymeni,Stub,84150000.0
30317,Netherlands,Aad Wagenaar,Stub,17467000.0
30318,Argentina,José María Guido,Stub,45377000.0
30319,United Kingdom,James Henderson (Irish politician),Stub,67160000.0
30320,Sri Lanka,M. W. H. de Silva,Stub,21937000.0
30321,United Kingdom,Joshua Cardwell,Start,67160000.0
30322,Netherlands,Willem van der Kaay,Stub,17467000.0
30323,Lithuania,Mantas Adomėnas,Stub,2794000.0
30324,Sri Lanka,Susil Premajayantha,C,21937000.0
30325,Sweden,Lillemor Arvidsson,Start,10377000.0
30326,Mexico,Gloria Guevara,C,127792000.0
30327,Iran,Mirza Hassan Khan Esfandiary,Stub,84150000.0
30328,Spain,Sebastián Calvo de la Puerta y O'Farrill,Start,47635000.0
30330,Finland,Keijo Korhonen,Start,5529000.0
30331,United States,John F. Smulski,Stub,329878000.0
30332,Pakistan,Ali Haider Gillani,Stub,220940000.0
30333,Taiwan,Lai Shin-yuan,Start,23610000.0
30334,Canada,Rosemary Brown (politician),Start,38190000.0
30335,United Arab Emirates,Sultan bin Zayed bin Sultan Al Nahyan,Start,9778000.0
30336,Australia,Louis Bisdee,Stub,25754000.0
30337,Cuba,Rolando Rodríguez Lobaina,Start,11281000.0
30338,Norway,Randi Anda,Stub,5387000.0
30339,India,Mohan Lal Chakma,Stub,1400100000.0
30340,Philippines,Helena Benitez,Start,109581000.0
30341,Thailand,Lek Nana,Start,66534000.0
30342,Greece,Ioannis Zaimis,Stub,10700000.0
30343,France,Roland Lescure,Stub,64940000.0
30344,Ghana,Emmanuel Adjei Anwhere,Stub,31073000.0
30345,Norway,Norwegian Labour Party's Women's Federation,Start,5387000.0
30346,Taiwan,Christine Tsung,Start,23610000.0
30347,Iran,Mohammad-Ali Najafi (born 1956),Stub,84150000.0
30348,China,Guan Guangfu,Start,1402385000.0
30350,Norway,Astri Rynning,Start,5387000.0
30351,Norway,Grethe Værnø,Start,5387000.0
30352,Norway,Nicoline Hambro,Stub,5387000.0
30353,Norway,Betzy Kjelsberg,Start,5387000.0
30354,Norway,Berit Kvæven,Start,5387000.0
30355,Tanzania,Harrison Mwakyembe,Stub,59734000.0
30356,Norway,Siri Hangeland,Stub,5387000.0
30357,Norway,Kjellaug Pettersen,Start,5387000.0
30358,Norway,Irene Bauer,Stub,5387000.0
30359,Norway,Sigrun Hoel,Start,5387000.0
30360,Nepal,Prakash Bahadur Gurung,Stub,29996000.0
30361,Norway,Karin Maria Bruzelius,Start,5387000.0
30362,Norway,Eva Kolstad,Start,5387000.0
30363,Norway,Signe Swensson,Stub,5387000.0
30364,Norway,Marit Aarum,Stub,5387000.0
30365,Norway,Ingerid Gjøstein Resi,Start,5387000.0
30366,Norway,Dakky Kiær,Stub,5387000.0
30367,Norway,Margarete Bonnevie,Start,5387000.0
30368,Norway,Kitty Bugge,Stub,5387000.0
30369,Norway,Fredrikke Mørck,Stub,5387000.0
30370,Norway,Aadel Lampe,Stub,5387000.0
30371,Norway,Randi Blehr,Start,5387000.0
30372,Norway,Ragna Nielsen,Start,5387000.0
30373,Norway,Anna Bugge,Start,5387000.0
30374,Norway,Martha Larsen Jahn,Start,5387000.0
30375,Norway,Thina Thorleifsen,Start,5387000.0
30376,Norway,Grethe Irvoll,Stub,5387000.0
30377,China,Tang campaigns against the Western Turks,GA,1402385000.0
30378,Iraq,Mohammed Awad,Stub,39725000.0
30379,Norway,Brit Fougner,Stub,5387000.0
30380,Sweden,Carina Herrstedt,Stub,10377000.0
30381,Norway,Gunhild Ziener,Start,5387000.0
30382,Djibouti,Ismaïl Omar Guelleh,C,988000.0
30383,Italy,Virgilio Ferrari,Stub,60296000.0
30384,Indonesia,El Tari,Stub,271739000.0
30385,United Kingdom,Geoffrey Acland,Stub,67160000.0
30386,Sweden,Bertil Zachrisson,Stub,10377000.0
30387,Somalia,Sheikh Mukhtar Mohamed Hussein,Start,15893000.0
30388,Somalia,Abdallah Isaaq Deerow,Start,15893000.0
30389,Canada,Carl Goldenberg,Start,38190000.0
30390,Somalia,Abdihakim Mohamoud Haji-Faqi,Start,15893000.0
30391,Somalia,Abdullahi Haji Hassan Mohamed Nuur,Stub,15893000.0
30392,Afghanistan,Mohammad Rauf Mehdi,Stub,38928000.0
30393,Spain,Ignacio Baleztena Ascárate,FA,47635000.0
30394,Japan,Hiroshi Yamada,Stub,125967000.0
30395,Uganda,Charles Engola,Start,45741000.0
30396,Congo,Joseph Badiabio,Start,5518000.0
30397,Sweden,Carl P. Herslow,Stub,10377000.0
30398,Andorra,Carles Blasi Vidal,Stub,82000.0
30399,Paraguay,José Félix Fernández Estigarribia,Stub,7255000.0
30400,Algeria,Krim Belkacem,Start,44357000.0
30401,Italy,Carlo Dossi,Start,60296000.0
30402,Switzerland,Carlo Schmid-Sutter,Stub,8634000.0
30403,Brazil,Carlos Antônio da Rocha Paranhos,Stub,211812000.0
30404,Spain,Carlos Ayala Vargas,Stub,47635000.0
30405,Venezuela,Carlos Capriles Ayala,Start,28645000.0
30406,Mozambique,Carlos Cardoso (journalist),Start,31166000.0
30407,Argentina,Carlos Casares (governor),Start,45377000.0
30408,Ecuador,Carlos Cueva Tamariz,B,17511000.0
30409,Peru,Carlos Cánepa,Stub,32824000.0
30410,Chile,Carlos Dávila,Start,19470000.0
30412,Venezuela,Carlos Escarrá,Stub,28645000.0
30413,Kenya,Wycliffe Oparanya,Start,53528000.0
30415,Philippines,Carlos Isagani Zarate,Start,109581000.0
30416,Chile,Carlos Larraín,Start,19470000.0
30417,Mexico,Carlos Medina Plascencia,Stub,127792000.0
30418,Chile,Carlos Ominami,C,19470000.0
30419,Argentina,Carlos Pellegrini,Start,45377000.0
30420,Guatemala,Carlos Quinteros,Stub,18066000.0
30422,Colombia,Carlos Rodado Noriega,Start,49444000.0
30423,Argentina,Carlos Rossi,Stub,45377000.0
30425,Norway,Julla Sæthern,Stub,5387000.0
30426,Peru,Carlos Torres Caro,Stub,32824000.0
30427,Brazil,Carlos de Campos,Start,211812000.0
30428,United States,Carlos Álvarez (mayor),C,329878000.0
30429,Russia,Mirsaid Sultan-Galiev,C,146733000.0
30430,South Africa,Tokozile Xasa,Stub,59628000.0
30431,Sri Lanka,Nandana Gunathilake,Stub,21937000.0
30432,Australia,Carmel Tebbutt,C,25754000.0
30433,Mexico,Gumersindo Magaña,Stub,127792000.0
30434,Malta,Carmelo Mifsud Bonnici,Start,522000.0
30435,Costa Rica,Carmen Lyra,C,5111000.0
30436,Spain,Manuel de Llanza y Pignatelli,FA,47635000.0
30437,Spain,Carmen Montón,Stub,47635000.0
30438,Solomon Islands,Solomon Mamaloni,Start,715000.0
30439,Nepal,Purna Kumar Sharma Limbu,Stub,29996000.0
30440,Chile,Carmen Romo Sepúlveda,Stub,19470000.0
30441,Philippines,Carmencita Reyes,Start,109581000.0
30442,Serbia,Panta Draškić,Start,6957000.0
30443,Taiwan,Huang Chu-wen,Stub,23610000.0
30444,Taiwan,Shu Chin-chiang,C,23610000.0
30445,United Kingdom,"Terence Higgins, Baron Higgins",Start,67160000.0
30446,Burkina Faso,Nazi Boni,Start,20903000.0
30447,Bosnia-Herzegovina,List of mayors of Sarajevo,Start,3281000.0
30448,Rwanda,Dominique Mbonyumutwa,Start,12952000.0
30449,India,Kalpana Saini,Start,1400100000.0
30450,Comoros,Gaston Feuillard,Stub,870000.0
30451,Austria,Wladimir von Pawlowski,Stub,8914000.0
30452,United Kingdom,Ralph Kilner Brown,Start,67160000.0
30453,Austria,"Leopold, Count von Thun und Hohenstein",C,8914000.0
30454,India,Sanju Devi,Stub,1400100000.0
30455,India,Brahm Dutt Dwivedi,Stub,1400100000.0
30456,India,Rajbala,Stub,1400100000.0
30457,Madagascar,Jacky Mahafaly Tsiandopy,Stub,27691000.0
30458,India,Vikramjeet (politician),Stub,1400100000.0
30459,United Kingdom,Caroline Righton,C,67160000.0
30460,India,Sahender Singh,Stub,1400100000.0
30461,Cambodia,Yun Yat,Stub,15497000.0
30463,India,Ambika Soni,Start,1400100000.0
30464,India,Kahkashan Perween,Stub,1400100000.0
30465,India,Mahila Rashtriya Sangha,C,1400100000.0
30466,Philippines,Lino Cayetano,C,109581000.0
30467,India,Chandrima Bhattacharya,Stub,1400100000.0
30468,Turkey,Orhan Taşanlar,Stub,83737000.0
30469,Turkey,Orhan Doğan,Stub,83737000.0
30470,Turkey,Hatip Dicle,Start,83737000.0
30471,Turkey,Osman Durmuş,Stub,83737000.0
30472,Pakistan,Farzana Bari,Start,220940000.0
30473,Turkey,Alpaslan Pehlivanlı,Stub,83737000.0
30474,Australia,Brian Dixon,Start,25754000.0
30475,Turkey,Tevhit Karakaya,Stub,83737000.0
30476,Australia,George Cummins Morphett,Start,25754000.0
30477,Qatar,Mouza Al Malki,Stub,2839000.0
30478,Australia,Carryn Sullivan,Stub,25754000.0
30479,Argentina,Carolina Stanley,Start,45377000.0
30480,India,Haider Aziz Safwi,Start,1400100000.0
30481,Iraq,Barzan Ibrahim al-Tikriti,C,39725000.0
30482,Mongolia,Daramyn Tömör-Ochir,C,3361000.0
30483,Portugal,Leonor Beleza,Start,10255000.0
30484,Canada,20th Canadian Ministry,Start,38190000.0
30485,Netherlands,Igram van Achelen,Stub,17467000.0
30486,United States,Price Daniel Jr.,C,329878000.0
30487,Philippines,Rolando Andaya Jr.,Start,109581000.0
30488,Russia,Vladimir Milov,Stub,146733000.0
30489,Guinea-Bissau,Malam Bacai Sanhá,GA,1927000.0
30490,Serbia,Vladimir Petrović (ambassador),Stub,6957000.0
30492,Italy,Diotisalvi Neroni,Stub,60296000.0
30493,Gabon,Casimir Oyé-Mba,C,2231000.0
30496,Romania,Mugur Isărescu,C,19241000.0
30498,Guadeloupe,Thomas Dundas (British Army officer),Start,375000.0
30499,France,Loïc Prud'homme,Stub,64940000.0
30500,Mongolia,Gombojavyn Zandanshatar,Stub,3361000.0
30502,Cape Verde,Carlos Veiga,Start,556000.0
30503,United Kingdom,List of Deputy Leaders of the Liberal Democrats,Start,67160000.0
30504,Finland,Ari Vatanen,C,5529000.0
30505,Congo,Ambroise Noumazalaye,C,5518000.0
30506,Congo,Alfred Raoul,Stub,5518000.0
30507,Congo,Joachim Yhombi-Opango,C,5518000.0
30508,Congo,Charles David Ganao,Start,5518000.0
30509,Mauritius,Navin Ramgoolam,C,1265000.0
30510,Mauritius,Dayendranath Burrenchobay,Stub,1265000.0
30511,Mauritius,Paul Bérenger,C,1265000.0
30512,Switzerland,Urs Schwaller,Stub,8634000.0
30513,Switzerland,Karin Keller-Sutter,Start,8634000.0
30514,Spain,"Federico de Roncali, 1st Count of Alcoy",Stub,47635000.0
30515,Spain,Francisco de Lersundi y Hormaechea,Stub,47635000.0
30516,Pakistan,Malik Jamroz Khan,Stub,220940000.0
30517,Mexico,María del Carmen Pinete Vargas,Start,127792000.0
30518,Brazil,Eunício Oliveira,Stub,211812000.0
30519,France,Alexandre Auguste Ledru-Rollin,Start,64940000.0
30520,Uruguay,Carlos Fischer,Start,3531000.0
30521,Australia,Glenys Godfrey,Start,25754000.0
30522,China,Mingju,Stub,1402385000.0
30523,Iran,Mohammad-Reza Tavassoli,Stub,84150000.0
30524,Congo,Alain Moka,C,5518000.0
30525,Venezuela,Raúl Baduel,C,28645000.0
30526,Chile,Catalina Parot,Stub,19470000.0
30527,Paraguay,Catalino Luis Roy Ortiz,Stub,7255000.0
30528,Brazil,Luís Inácio Adams,Stub,211812000.0
30529,Australia,Cate Molloy,Start,25754000.0
30530,France,Frédéric François-Marsal,Stub,64940000.0
30531,Moldova,Pavel Krushevan,Start,3535000.0
30532,India,Maganbhai Barot,Stub,1400100000.0
30533,Indonesia,Anwar Adnan Saleh,Stub,271739000.0
30534,Indonesia,Nur Alam,Stub,271739000.0
30535,France,Éric Di Meco,Start,64940000.0
30536,Poland,Marek Michalak,Stub,38368000.0
30537,Italy,Valentina Vezzali,C,60296000.0
30538,United Kingdom,Warwick Lightfoot,Start,67160000.0
30539,Malawi,Catherine Chipembere,Start,19130000.0
30540,Iran,Mohsen Sadr,Start,84150000.0
30541,New Zealand,Electoral history of Andrew Little,Start,4987000.0
30542,Malawi,Catherine Gotani Hara,Stub,19130000.0
30543,Australia,Catherine Green,Stub,25754000.0
